feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
9.0,-5.171196040646057,1.2708360604184528,2.0,-2.414154058295372,6.54855288965162,-1.0,0.8521311553604478
9.0,-4.715806654357974,-2.478516789706945,4.0,-2.0704729952232586,5.066239091036107,-2.0,-0.9603146232595865
11.0,-4.71992106063814,0.1198652605326565,5.0,-0.26405072953556563,7.45844990923862,-5.0,0.5944305727236551
10.0,-5.256984108827296,0.5547538759163834,2.0,-3.1389461095071383,3.049409275760201,-4.0,0.573512378015747
10.0,-4.825739308260962,2.721317191677302,2.0,-3.481474185259727,4.33186547258796,-5.0,2.6392728611160208
9.0,-3.9494464011602224,-2.617640798238224,5.0,-1.3731282681611146,5.039166604029045,-4.0,-1.953200709484692
9.0,-4.159999814548346,-6.039024311641651,0.0,-2.5429144490352824,6.364857317154697,-6.0,0.8789386154438382
10.0,-4.773117034130673,0.3676990895073897,2.0,-2.254590022194096,5.479363247122622,-3.0,0.12728524629152616
9.0,-4.900839141399832,3.6010223630217073,3.0,-2.6249251025048914,5.372567305016902,-4.0,3.8775908490826803
10.0,-5.052686758855031,2.4778927058788747,4.0,-2.20784011261401,3.647283448935023,-3.0,2.5428338658981096
9.0,-4.84028243820767,0.41931883054925156,2.0,-0.7211695103229268,3.611670323324635,-4.0,-0.04512395362721239
10.0,-5.5553178348454875,-0.9832723712640947,3.0,-1.3582972331055045,5.387005592347886,-3.0,-0.34898290455051134
9.0,-5.250920539279128,1.6142451932746207,-1.0,-1.3102211904904184,3.3630728074179697,-3.0,1.2478834521873123
12.0,-5.86607327847676,-1.9470923994089373,2.0,-3.1329816446341168,4.361746699652806,-2.0,1.3171967928571477
10.0,-4.762796899587889,0.9527155387124385,4.0,-2.920922989242295,5.601100794903029,-2.0,0.5833463043903998
9.0,-4.743038131620671,1.0109403183332537,2.0,-4.271262927588342,3.821210873267869,-2.0,0.2935331062241313
11.0,-5.348332812241309,2.1204198149977596,3.0,-2.6475046568662033,6.926427154834168,-3.0,2.8170746545975436
9.0,-4.207819569195671,5.519320077822155,4.0,-1.2346374508914733,6.468723613085468,-1.0,7.049747969615842
10.0,-5.548356748430291,0.7848319343575341,2.0,-1.5864427874013032,3.1142960019940396,-4.0,0.7056799849995815
8.0,-5.858986840769856,-1.0179272514149975,3.0,-2.177210610361699,3.8811545081816154,-4.0,-0.3636265777064463
9.0,-4.826413261017461,-0.05114862438398887,2.0,-2.0178402269744424,2.2570673066060603,-3.0,-0.3439767068143696
10.0,-4.415308924909879,-3.5381518097782365,3.0,-2.5511084340603247,4.0608903649422405,-1.0,-0.7254885926509498
11.0,-4.086661927166546,-1.3894262621781164,4.0,-1.8361928940785726,5.919666171886879,-3.0,-0.8202271401009512
10.0,-5.138288749642812,-0.818564876226208,3.0,-1.387297376415508,4.503326069270171,-3.0,-0.30743526357855394
10.0,-4.295928951194292,-1.048176795869185,2.0,-3.2927094299283786,5.552956692339161,-4.0,-1.1240635342626495
10.0,-5.045893152694675,0.304709744067444,3.0,-1.7602818497301214,3.1731988180619073,-2.0,0.13716790241885024
9.0,-5.07811670105778,-1.6448398647644011,4.0,-1.2540521032362661,5.957570305498287,-2.0,-0.791123850105601
9.0,-4.589323406613336,2.242061334648943,-0.0,-2.332080231170696,4.33386892648598,-2.0,1.5010896240239844
10.0,-4.6736906748591815,0.0004141298363941877,5.0,-1.439439510303533,5.0146036187394865,-4.0,-0.17507897143614654
11.0,-5.673523235618521,-0.018600642277228834,2.0,0.2517235555780424,4.888550598328337,-4.0,0.8042875526964757
10.0,-4.362349118969371,-0.6557894330258357,4.0,-2.0834742343895134,3.4741417749292594,-4.0,-0.9301210219461423
8.0,-4.374368655264659,0.31038136771795827,5.0,-1.685354359995741,3.6162988019122615,-3.0,-0.3465970239570276
10.0,-5.209755714253467,1.6501965293352694,1.0,-2.590445666929113,6.161353362804111,-4.0,1.5406546091593694
10.0,-4.725790242375702,-1.7342604314218006,2.0,-1.8549990699183596,5.478790589002035,-4.0,-0.8336540570000357
9.0,-4.780150450655693,-1.3162329781505133,3.0,-1.631782700014157,6.260058849864112,-3.0,-0.9217401857217559
11.0,-4.805746090893317,-0.6074520575533293,2.0,-1.8441261277838896,5.389589882603022,-3.0,0.2536818288996114
11.0,-5.249626534247233,-2.69174184694643,6.0,-2.815756255767085,5.171588761771059,-3.0,0.21819577985158078
11.0,-5.223577523284686,-1.6385157194429956,2.0,-1.8349105829396395,2.9287872575998803,-3.0,0.19474788548352012
9.0,-5.007203041457626,-0.9524417470893181,2.0,-0.8302432490258904,4.675559963886596,-3.0,-0.6801125265225682
10.0,-4.3369088972647765,1.748778361425455,3.0,-1.6410913883883782,4.967138815515507,-3.0,0.907185545882594
10.0,-4.5305534468421955,0.5251226580038499,1.0,-1.230410248742527,7.343728637927089,-3.0,-0.0986464099369205
11.0,-5.140563919526694,0.3871798227350887,2.0,-2.189609576010102,5.824347958518413,-4.0,1.094178146616583
10.0,-4.610460450058878,1.7017959243359444,3.0,-1.4000798084610315,6.843273418051434,-3.0,1.1760296166094875
10.0,-6.3702257172357815,-0.2747435767987933,3.0,-1.7765857294267793,5.717045247073674,-3.0,-0.49451134424833104
9.0,-4.452943474133913,0.7809296998577792,3.0,-2.7607285837497857,4.146436127660625,-4.0,-0.1297896344404761
9.0,-5.6912152263475475,-0.20644350586499247,2.0,-1.7451831961609003,5.140549059379822,-2.0,-0.2936635921403644
11.0,-5.167749522344436,0.5307246987992569,1.0,-2.7933573307522486,5.28346837551708,-4.0,1.1771284253943244
11.0,-5.580252837434333,-1.1655173152231642,3.0,-2.5063042199078334,3.8730133162751823,-3.0,0.3210534586499248
10.0,-5.7098578620648075,-4.877634316552858,6.0,-1.8485373541661008,4.538735148088494,-2.0,0.7910600590729261
11.0,-4.337504575093229,-0.2685583243726083,3.0,-1.7622045812959009,4.753079607587393,-2.0,-0.03819329196058657
10.0,-5.168977109595829,2.84549627219988,3.0,-2.9513859720617033,6.9267437990781415,-3.0,3.140094637255391
9.0,-4.863954681244656,1.8524308044831848,4.0,-1.156811383053699,2.503111369530826,-3.0,1.3686459354302285
10.0,-4.980336495630768,1.9307949691823414,1.0,-1.5423949773596217,6.446982104859252,-2.0,1.7901923116939842
12.0,-4.874333267922425,2.4722614436124357,6.0,-2.5637827484887072,3.8758457180487405,-2.0,4.227151231956954
10.0,-4.947751576237498,0.17731518192287488,3.0,-3.23006783715934,3.353504975276463,-4.0,0.0068359750756805115
12.0,-5.607625826704553,0.3946314148111912,5.0,-2.115923663265145,6.415930556046157,-4.0,2.3412947757134046
7.0,-4.374142820882752,-1.2353037908687003,2.0,-2.356754971088928,5.878277683081257,-5.0,-0.3189511152375831
11.0,-5.304542535742976,-0.6321457120540995,6.0,-1.9094876343575817,6.505422442857428,-3.0,0.5820521259405156
10.0,-5.873923331222804,1.2315422995422831,4.0,-2.290493328924453,5.960842337054692,-3.0,1.005851399658292
10.0,-5.281043720916695,2.4077688743376324,4.0,-3.605965488596008,7.471814002084882,-2.0,2.4177081592303566
10.0,-4.3496075622656,-0.2788925513619991,3.0,-2.3106775506409267,5.670468604333382,-3.0,-0.8164973891696545
8.0,-4.474895024017008,-0.9003785297028232,3.0,-2.2444952888546505,4.81222714865221,-2.0,-0.9752824277349469
10.0,-5.058473788936321,0.0010559177131945856,5.0,-1.493071180180753,5.411511652785611,-4.0,0.03063361030939091
10.0,-5.150673745109026,1.2024134978582297,3.0,-2.5585597396888398,6.492162954015156,-2.0,1.1095497760162187
11.0,-5.069453576399238,-2.8877096322670837,0.0,-0.657060261301947,4.06474960968786,-3.0,0.28297712526642993
9.0,-3.9516047052388754,-4.592361906274476,1.0,-3.529312440521406,4.217733700962343,-2.0,-0.9661429592856121
9.0,-4.816147488583556,-1.101073698983167,3.0,-0.9510660017579005,4.629247982482511,-4.0,-0.7710300593325772
9.0,-4.809893413722458,-2.4414248518283173,3.0,-2.1794551767024837,2.4745006414816015,-3.0,-0.9410307947796686
11.0,-4.508078336959192,-1.0162803952946218,3.0,-1.312332102125155,5.165694090101057,-5.0,-0.05869505006520492
10.0,-4.996395028293232,-0.29556063763494306,5.0,-1.9361588127530136,2.7366455552587685,-3.0,-0.06329608730025602
9.0,-5.1097524176106015,-0.9064968180460268,0.0,-1.0883555711796244,5.063671175519143,-3.0,-0.6129659913464641
11.0,-5.101192267189516,2.904935068941491,3.0,-2.309889571642249,6.0383477073623,-3.0,3.805956851528876
10.0,-4.980040880943666,0.6534895292046401,0.0,-2.8788963401422496,4.427748247227397,-4.0,0.491243672202526
11.0,-5.011614711687698,0.6009487192216567,4.0,-0.8635965701831494,7.012539044224245,-2.0,1.1216471472616356
9.0,-4.6483569421306,1.2444142880868039,3.0,-2.090784516705713,3.2473989206978144,-3.0,0.4315023076900634
10.0,-5.039200204685685,-2.2776662355615382,4.0,-1.8227532211006314,6.429512817958199,-3.0,-0.486836270487748
10.0,-4.628282244249785,2.0782235748405373,2.0,-1.0121984687641639,5.810164467688305,-3.0,1.7091699794703135
9.0,-4.985131443256054,-0.15152857307091977,5.0,-2.825564193675548,2.9407601020271734,-1.0,-0.3268134955660044
10.0,-5.0462145409403085,1.340961234482425,5.0,-1.5236072818885942,8.252953158848639,-2.0,1.0589857211148872
10.0,-5.992556511378451,-2.143714466080311,4.0,-2.4719158051703127,4.923505657395241,-2.0,-0.6736060768834584
10.0,-4.524402434242378,-3.1075175320321287,3.0,-2.1057354845154976,3.947019173413242,-3.0,-0.7738834818668263
10.0,-4.880473526667472,1.6357793160500573,4.0,-1.9421768276925688,3.3114953662591797,-3.0,1.3130037581796832
9.0,-4.544971933408515,0.7528190521950332,2.0,-3.200177489157549,4.735978366808391,-5.0,-0.08508463564993952
10.0,-6.430875904056496,-1.8041031087150208,4.0,-2.623069634256348,4.847111753132048,-4.0,-0.9462258305721629
10.0,-4.040602829304952,-1.7393261625493888,5.0,-0.9191416860694885,5.123174634247597,-3.0,-1.6202946397001947
9.0,-5.043617343467248,2.250869568829539,5.0,-1.2910470491321635,4.642644612531248,-5.0,2.00651388809256
10.0,-4.512889227069448,-2.3788237857346557,2.0,-2.050111661861788,5.759870372138113,-4.0,-1.0202058967895016
10.0,-5.440441858427643,3.285345906511927,4.0,-1.8055012331896856,4.5348442008041046,-5.0,3.787122935052948
12.0,-4.51872230863062,-1.8012414692957375,1.0,-2.2353940045091663,2.678043059311435,-3.0,0.9279577968922931
10.0,-5.59110020455576,1.276783851216766,4.0,-0.9147332913376143,4.820766205220431,-2.0,1.1774066255301134
10.0,-5.271920882547284,-0.6572369514979692,4.0,-2.160282062235331,2.1590268159520662,-2.0,-0.14275822030165164
10.0,-4.097351215127044,1.2063748621646861,0.0,-1.8145263262921216,5.424524757069667,-3.0,0.001607014991154454
8.0,-5.017468378095591,-1.0882280042283852,1.0,-1.083175884686348,3.824839723660838,-4.0,-0.3907054747111839
10.0,-4.985936378795078,-0.3255858121445884,3.0,-2.6218971878767254,5.19603242589896,-5.0,-0.15714356885692993
10.0,-4.529013882218278,0.08183835079144226,3.0,-0.7529686524024848,6.576889977829525,-5.0,-0.2838803613369305
12.0,-4.817466555985825,-2.0043749115629454,1.0,-3.2243691277947013,3.8615015656783997,-4.0,1.1535805176698117
10.0,-4.9402748737593205,1.4816486908402517,4.0,-0.696286295109761,6.273507510214541,-4.0,1.2101477966305718
10.0,-4.894649549296472,-1.0264271329431705,3.0,-2.2981404671615797,4.479932519976616,-3.0,-0.47390455895107975
10.0,-3.736772926620113,-0.45719983068003717,3.0,-2.1941589982602254,7.103833762478702,-4.0,-1.8027669110244242
9.0,-5.091423127380977,-1.9886987492170245,2.0,-3.5120081369463545,4.561816864162144,-3.0,-0.7482016343694355
11.0,-4.858158539151745,-5.124667317590621,5.0,-2.3638357739021543,3.9914084173919706,-3.0,1.5846463701214784
11.0,-4.500414458332613,-0.38205552520033803,5.0,-2.8318452248215076,5.824686140474346,-3.0,0.14680621740829963
11.0,-4.4558006061451865,4.825230843225832,2.0,-2.486117076298778,4.477052324451637,-2.0,6.667622798070181
9.0,-4.395431363975,1.5692085757960477,2.0,-2.1098487726311035,3.99026058304519,-4.0,0.47394603374519495
11.0,-4.737626290492354,-0.03852075946878928,4.0,-1.2337667084216755,4.426592179155451,-3.0,0.5364796784409789
9.0,-5.555765086498287,-0.5257816584165353,2.0,-1.8339173188794993,4.946472161380398,-3.0,-0.3866380144833887
11.0,-4.068801315611623,0.04493178562409276,3.0,-1.753858677279109,6.6106161574938245,-3.0,-0.25919866692645593
12.0,-5.631381250261344,1.09423823035042,4.0,-2.8764155110764498,2.6790947054485077,-2.0,2.8520556556513252
9.0,-4.761020230628884,-2.3616256306176897,0.0,-2.704603271682184,5.027696790740505,-2.0,-0.9428890684816361
9.0,-5.265066621856946,2.228643389337744,5.0,-0.5610199853189504,5.749884313584851,-4.0,1.9506643548718774
10.0,-5.093124975769148,1.4307626308824881,3.0,-2.588160827810597,5.232138289990155,-3.0,1.2659935175299761
9.0,-4.9444700887196955,1.436371451415869,2.0,-0.6750333983541634,6.571838203320241,-3.0,0.9710812196284648
8.0,-4.816731975652774,0.8769514776194546,3.0,-2.1944489591046934,4.910785604289771,-3.0,0.5747100855275947
10.0,-4.829990675110686,0.039233315387979806,3.0,-1.9981696510851967,4.778538269376866,-2.0,0.018092472056796427
9.0,-4.053355880951522,1.3457224719336398,0.0,-1.1437078718160563,5.710795456416012,-3.0,-0.1826028632622455
10.0,-4.770628929220605,1.183628267482756,5.0,-0.9824860624490748,5.119176577941619,-1.0,0.7957868699018976
9.0,-5.1820901159668695,-0.7080814218820476,3.0,-2.08865004822327,4.531509514063435,-4.0,-0.5841691090001959
12.0,-4.603774361528574,-1.147203545793802,4.0,-2.310594442817231,5.619372847503656,-3.0,1.0522096549311177
9.0,-4.3237299701221525,0.2037125905239734,4.0,-2.0447363588177705,4.2169660481400255,-4.0,-0.7630042433479018
10.0,-5.656533654204928,3.0980403029903747,1.0,-1.7296339774143052,4.266587417576807,-2.0,3.537752133733239
11.0,-4.698021172984789,-2.4782141513078018,4.0,-1.2869570505041956,4.366407173881264,-4.0,-0.09048100825346225
9.0,-4.577910906453669,-2.93505053150488,3.0,-1.9966161128046787,6.623682992199688,-3.0,-0.9812015689870328
10.0,-5.185008672643172,0.3295216824730335,4.0,-1.5048909615814772,1.134780372817144,-4.0,0.30421730688921095
11.0,-4.315582486689276,0.10177540371203612,-0.0,-0.6893122141832473,5.474718601715531,-4.0,0.1097962479424091
8.0,-5.076267260983852,0.3466833287408164,3.0,-1.6949523101881723,5.041126177040267,-4.0,0.2642363482834369
10.0,-4.8860928963833405,0.4879063958170005,2.0,-1.7506777151961774,2.9829554489142556,-3.0,0.24738925940805298
10.0,-5.042342872896154,-0.44640450926961023,4.0,-3.2151286600720543,5.371672134963203,-2.0,-0.23402511709529542
11.0,-5.008676981563865,2.9797268772041643,4.0,-4.104584109463251,5.570902390197839,-3.0,3.817893611776748
9.0,-5.543376015822893,-3.201807956953031,2.0,-1.6892994166158652,5.70756707762888,-2.0,-0.47375417465585457
9.0,-5.7478378864775515,-1.656994049560492,2.0,-2.075859385024698,1.8178063243460616,-2.0,-0.7553989651330916
11.0,-4.313286290622065,-0.20650952029809477,3.0,-2.4118261399317937,6.639667294225326,-3.0,-0.09232529726837124
10.0,-5.404209791449966,-3.2863776223083345,2.0,-1.8051758366509243,4.114715954378191,-4.0,-0.1634682980750841
10.0,-5.354143053148408,-0.35170880886414235,4.0,-2.0483229833575267,5.823881296103812,-3.0,-0.033596159957550116
10.0,-6.142805271186004,3.3229403314560364,2.0,-1.0977757994928812,5.889288536818743,-3.0,3.611500108555631
9.0,-5.377310513912505,0.041772976591923576,-1.0,-1.9311113053928177,3.9479634972568487,-3.0,-0.03676361346214188
10.0,-5.726683238743713,0.46140181143736697,2.0,-2.5975386280561343,5.79255194282186,-4.0,0.4389293862361049
10.0,-4.124786376827537,-2.5203295303451605,1.0,-1.2078670088325687,4.5374081109051705,-2.0,-1.4912391768251112
9.0,-4.461540671872853,-1.232722816078955,1.0,-2.173704859956962,2.5143473847942115,-3.0,-1.2432846346558708
12.0,-5.355935231233087,-0.750392760647874,1.0,-1.5787706530621544,6.4012903106333345,-3.0,1.6541183451901116
10.0,-3.942458257183595,-0.6354301935124681,3.0,-2.3819285649542405,4.069946044380512,-4.0,-1.5367362763340102
9.0,-4.5022066338660425,2.5632875900075374,5.0,-2.519861508397949,3.9746078447143347,-3.0,1.9846554761681412
11.0,-5.279463630975659,1.115382121450249,3.0,-1.9326654158514431,4.516320958355934,-4.0,1.750634825514585
9.0,-6.238973248167583,-2.222915913874064,2.0,-1.989737085165052,5.326684070392866,-3.0,-1.063763342969146
11.0,-3.78933077767234,0.49300955686400977,4.0,-1.6161383717065336,4.931275507013478,-2.0,-0.493702116206542
11.0,-5.7883872875531805,0.9964434969935703,2.0,-2.214916602647794,5.657680309648605,-2.0,1.5756332990409943
9.0,-5.937345653233804,2.280298077042533,2.0,-3.4690878270163177,3.3926127601656093,-3.0,2.008942374854821
11.0,-4.370558491097938,3.161081373136747,1.0,-2.346219106870711,4.109136355483119,-5.0,3.6447465120618268
10.0,-3.8258889715979825,-2.0301883836557373,0.0,-1.3649452262849473,4.86080351321416,-0.0,-2.055986298592811
11.0,-4.222884379401837,-1.6217150224206764,2.0,-2.237900863394485,7.277464751190447,-1.0,-0.7145768944657928
12.0,-4.729565863366399,-2.5151557178292325,3.0,-2.1971067220116383,4.863424953903491,-2.0,1.0959286764435507
10.0,-4.714738519747696,-0.46803971821396273,3.0,-1.2108987952752504,6.302266716393958,-4.0,-0.43798171097959276
9.0,-4.54049497064897,0.932716748892669,2.0,-2.5695785818071384,5.046266202541181,-3.0,0.10040990894855745
9.0,-4.686666844791051,1.9746690331782037,2.0,-3.2342425745943197,4.419609635074918,-3.0,1.2787561647313825
9.0,-4.849492298834073,-0.15190204728504553,4.0,-2.1285048956203956,4.703930691062672,-2.0,-0.4211715072026927
10.0,-4.976438319525228,-0.6396950465096879,1.0,-2.3873391609989896,4.797896345565342,-3.0,-0.3015950644941628
10.0,-5.130081461341595,0.30351598449748074,4.0,-2.772997055802603,5.724374886752886,-4.0,0.2080916345038083
10.0,-5.3517355714829655,-1.670285803260046,1.0,-2.1403027647189528,6.649533521091866,-3.0,-0.39778784920921084
11.0,-5.160035352773027,4.179077443389547,2.0,-1.606795482202573,5.431617017223585,-2.0,6.013951866514284
10.0,-5.8582252897826095,-3.2153220542361174,1.0,-2.0074308492542525,6.424493214490107,-2.0,-0.23590510188299146
11.0,-5.139700838159234,0.3694811577914489,2.0,-1.7544151418510099,3.8422523148443775,-2.0,0.9967672152457892
10.0,-5.375244358869483,4.047212438459279,4.0,-0.5492738411876614,4.5024433894231635,-2.0,5.077646429138597
13.0,-5.48620847839877,0.013599689119995538,4.0,-2.274303089246051,4.1308369589508,-3.0,3.6351721916496413
11.0,-4.837925311398492,-0.38007807000298893,4.0,-1.7773210922842644,5.377333509049823,-6.0,0.3934346918621925
9.0,-4.326848893486554,-0.7148908456208544,4.0,-2.4073706900793077,4.569249937784703,-3.0,-1.2530469925642738
9.0,-4.6702002751609895,-0.36078336352481566,1.0,-2.6770877759095786,5.875727524441034,-3.0,-0.6947476372303746
10.0,-5.6391543524470125,2.7456969493530603,3.0,-2.467926122734216,3.8827979460410704,-3.0,2.9721189325640673
10.0,-5.499384716545029,-4.423723822659014,2.0,-2.383006857217351,5.051637167985538,-3.0,0.48051313991546274
11.0,-4.585631428571433,3.066867402592651,5.0,-1.7124193619622996,5.824229493214707,-4.0,3.698182704753816
10.0,-5.460063155151396,-2.84791430490029,1.0,-0.120739370639394,2.521636669951268,-2.0,-0.4187239845888851
10.0,-5.025005344592487,-0.5333046584688296,4.0,-2.5728347490206724,7.5459575687962435,-2.0,-0.2414450592481738
9.0,-4.726698341342598,-0.8584888405973237,4.0,-2.33330024449237,4.66021773814415,-2.0,-0.8446997130770775
8.0,-5.388523197591161,1.1771065395414395,6.0,-2.0504984104889985,2.5699521035885926,-2.0,1.12051644096858
10.0,-4.86629401973622,-3.196248703767495,2.0,-1.6833609210322023,5.189712678292143,-2.0,-0.4803579462976156
11.0,-5.74753583197956,0.9243453321638857,4.0,-1.789159350436172,5.040132161567781,-3.0,1.4007385054447512
10.0,-5.351089438742299,4.048619246573705,6.0,-0.9727233648415061,4.901726744513009,-3.0,5.159431664818384
9.0,-4.768476560313382,-2.726348009185621,2.0,-3.9411136564281666,6.189429335511999,-3.0,-0.8811145650343146
10.0,-5.999424912427946,0.3794123352207913,1.0,-3.9095438961565385,5.896933965712467,-3.0,0.17308639046181104
10.0,-4.790943273670974,-1.3239643555932181,0.0,-2.3967025376081192,5.357451429228615,-2.0,-0.7447714704231189
9.0,-5.116858062848398,0.8517744123860715,4.0,-1.122159849965033,5.540186760735978,-2.0,0.5253987379162826
10.0,-4.759405573433244,0.03829555483150412,0.0,-3.252518425284477,4.874769860674296,-1.0,-0.06877927970398574
10.0,-4.910397388403094,-1.2829738180886192,2.0,-4.406105871755006,7.130589019088058,-1.0,-0.696951809185686
9.0,-4.34472971672765,0.975744569742148,4.0,-1.543056475024633,3.22496477797068,-3.0,-0.1382825097984426
10.0,-4.978701903923008,3.608696219573486,3.0,-1.8050742210378283,5.167582009059076,-6.0,4.287374831362027
11.0,-5.296779075745341,-0.38180758345459737,4.0,-2.872166725439544,5.078029557426536,-2.0,0.5920423601285957
11.0,-4.767395479085972,1.4395158842963638,3.0,-2.788431680576744,5.975936487277512,-3.0,1.7214092242776953
11.0,-4.5886478742050585,-2.5865459157423274,5.0,-2.77579497570774,3.987375347090121,-4.0,-0.1614249022595215
9.0,-5.062503037765223,-1.9128727536360175,2.0,-1.911571746020848,2.9075928771241566,-3.0,-0.8540699128341211
9.0,-4.861347458482616,0.9448125557607547,2.0,-2.5010522209464057,5.188187619317832,-3.0,0.30043240292981765
11.0,-5.380879489055136,2.96823205707193,2.0,-1.6047488648195842,5.337476590662325,-2.0,4.059446307327396
11.0,-5.321786062968649,0.71122669757132,4.0,-4.283701330323513,6.787519291337179,-4.0,1.2475944300120358
11.0,-5.706036102519623,-0.6261160610463087,4.0,-2.6854814921022396,3.4755655444098963,-4.0,0.5034771788931244
14.0,-4.174566816163177,-0.0014171891532918344,4.0,-2.9008431687288403,6.385632520060064,-3.0,4.802057345536723
11.0,-5.548330530694987,-2.500815467939435,5.0,-2.2050725426979936,7.840897236832546,-2.0,0.2201590521036224
11.0,-5.337035143576129,1.2090306527107335,1.0,-2.430438206792111,4.546682134973027,-2.0,1.7465304185700963
11.0,-5.394854005514398,1.7646661246468183,6.0,-1.3617249760833867,3.450869336608131,-4.0,2.454221332717694
11.0,-4.650132945368039,-0.9041806656661607,5.0,-3.487469417328046,4.511630760351955,-4.0,0.05025102169957918
10.0,-5.214323858488719,-0.940084295519003,4.0,-1.9636068189353983,5.016805960845657,-3.0,-0.36720880485447904
11.0,-4.498919097238235,0.531756459304097,6.0,-1.5533308614306356,5.676545450008297,-3.0,0.7120554117335993
9.0,-5.335830879731537,-0.873439472081191,1.0,-0.5146820507504362,4.290326324194343,-2.0,-0.4689691704616442
10.0,-4.950024368870713,-0.1322652292516449,2.0,-2.38541277687478,6.86623824097681,-5.0,-0.08844180025815288
10.0,-5.437539863802157,4.199443578333031,2.0,-1.7404331165179863,3.662561221990326,-3.0,5.375977607815193
10.0,-3.8249293792784758,-0.49405140149199334,4.0,-3.443090234049892,2.91295381739264,-4.0,-1.7452100092522898
12.0,-5.504080713868436,-0.7166803040424444,1.0,-3.913564963450419,6.328052509144781,-4.0,1.6727266967963639
8.0,-4.847504249584433,-1.2950836112703183,4.0,-1.32418049937464,2.2704547625525606,-2.0,-0.6495003349531777
11.0,-4.689626287630036,1.4883839429998735,5.0,-2.0044482349184563,4.755044277352741,-3.0,1.7766274681265175
8.0,-4.65246876892737,-0.362448346436206,4.0,-1.0571898481612618,8.741217355049656,-3.0,-0.5565532094718296
10.0,-5.053686544059872,-1.298746076642852,3.0,-3.0987223111757993,4.9855477364480825,-2.0,-0.5678857324659328
11.0,-5.089433248988257,2.642608064546024,2.0,-1.584078288376998,3.6550788191645003,-3.0,3.4535683374584862
10.0,-5.08477336498,2.8392060090272744,2.0,-0.5049457275649174,4.931123043455847,-3.0,2.997383087477225
9.0,-5.044035708399414,-1.2008471314774103,5.0,-1.6642355133141873,4.939039053656559,-1.0,-0.7506230641938955
9.0,-4.45601949456993,-3.7330799027212325,4.0,-1.778734795527161,5.1927799284237395,-3.0,-0.9047324735208324
11.0,-3.9419917675549625,2.0150273796738443,3.0,-1.9931551353405201,5.794715578591544,-2.0,1.3176651036448483
9.0,-5.256961282795933,-1.369259651520008,2.0,-3.2567051657007298,3.7530665979587132,-3.0,-0.6763989780877435
10.0,-5.712100072873738,1.5812511983255373,-0.0,-0.9155416514317214,7.025057666284152,-5.0,1.4817163354201897
10.0,-5.05790831833558,-3.940207635423671,1.0,-2.4886861118440526,5.294137141247141,-5.0,0.05791919222627131
9.0,-3.8962570062537267,1.7851946765986184,6.0,-1.5964133948935864,5.872152855682165,-4.0,0.0015071691616585026
12.0,-5.418428546379188,-2.4223438585615624,1.0,-3.250427445257003,4.246220720293229,-2.0,1.512522771454253
11.0,-4.107923973240205,1.461528238133049,3.0,-2.9435677316062243,6.54365856439464,-2.0,0.899581052459158
8.0,-4.208384236174963,0.028546135672868213,5.0,-0.8519300806222116,4.691537109424322,-2.0,-0.7814696950624046
